title,price,link_item,index_,discount_idx,discount_percent_list,countReviews,type,category,official_idx,official
Que thử đường huyết Yuwell 710 (50 que + 50 kim),112.590 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-yuwell-710-50-que-50-kim-i2538717698.html,13,13,19% Off,"83 Đã bán
(31)
Hồ Chí Minh",lazada,health,13,
QUE THỬ ĐƯỜNG HUYẾT TERUMO MEDISAFE FIT [HỘP 30 QUE],269.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-terumo-medisafe-fit-hop-30-que-i2183214807.html,14,14,47% Off,"5 Đã bán
(2)
Hồ Chí Minh",lazada,health,14,
Que thử đường huyết SD Check Gold - Hộp 50 que,400.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-sd-check-gold-hop-50-que-i1189504590.html,15,15,,"18 Đã bán
(5)
Hà Nội",lazada,health,15,
Que thử đường huyết OGcare hộp 50 que,255.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-ogcare-hop-50-que-i1390691369.html,16,16,2% Off,"205 Đã bán
(30)
Đồng Nai",lazada,health,16,
[HCM]Que thử Glucose - Benecheck 3 in 1 (50 que),380.000 ₫,https://www.lazada.vn/products/hcmque-thu-glucose-benecheck-3-in-1-50-que-i235395182.html,17,17,19% Off,"77 Đã bán
(18)
Hồ Chí Minh",lazada,health,17,
"Bút chích máu, lấy máu để thử tiểu đường (1 cây) loại tốt",29.000 ₫,https://www.lazada.vn/products/but-chich-mau-lay-mau-de-thu-tieu-duong-1-cay-loai-tot-i1633255292.html,18,18,,"16 Đã bán
(3)
Hồ Chí Minh",lazada,health,18,
Bộ đổi nguồn dùng cho máy đo huyết áp Omron - AC Adapter ( Bộ Thường),35.000 ₫,https://www.lazada.vn/products/bo-doi-nguon-dung-cho-may-do-huyet-ap-omron-ac-adapter-bo-thuong-i1885981729.html,19,19,47% Off,"39 Đã bán
(9)
Hà Nội",lazada,health,19,
Giường Y Tế 4 Tay Quay DODOTO SYC-A02 Chuyên Dụng Chăm Sóc Bệnh Nhân,7.140.000 ₫,https://www.lazada.vn/products/giuong-y-te-4-tay-quay-dodoto-syc-a02-chuyen-dung-cham-soc-benh-nhan-i2576220329.html,20,20,13% Off,Hồ Chí Minh,lazada,health,20,Official
"Máy Đo Huyết Áp Nhật Bản Loại Tốt - MÁY ĐO HUYẾT ÁP ARM STYLE - Máy đo huyết áp nhịp tim tự động chuẩn xác 100% - Máy đo huyết áp , nhịp tim tự động chuẩn xác , nhanh chóng SHOP BBQ1",435.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-nhat-ban-loai-tot-may-do-huyet-ap-arm-style-may-do-huyet-ap-nhip-tim-tu-dong-chuan-xac-100-may-do-huyet-ap-nhip-tim-tu-dong-chuan-xac-nhanh-chong-shop-bbq1-i1713184816.html,21,21,27% Off,Hồ Chí Minh,lazada,health,21,
Máy đo huyết áp MICROLIFE B3 AFIB công nghệ AFIBsens cảnh báo rung nhĩ - YTL,1.685.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-microlife-b3-afib-cong-nghe-afibsens-canh-bao-rung-nhi-ytl-i2160793352.html,22,22,6% Off,Hồ Chí Minh,lazada,health,22,Official
Que Thử Đường Huyết ACCU - CHEK INSTANT HỘP 25 QUE,218.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-accu-chek-instant-hop-25-que-i813172439.html,23,23,17% Off,"28 Đã bán
(7)
Hà Nội",lazada,health,23,
{GIFT} Kim chích dùng cho máy đường huyết MICROLIFE HỘP 100 kim- MEDICAL,75.000 ₫,https://www.lazada.vn/products/gift-kim-chich-dung-cho-may-duong-huyet-microlife-hop-100-kim-medical-i1909636517.html,24,24,50% Off,"315 Đã bán
(55)
Hồ Chí Minh",lazada,health,24,Official
Máy Đo Huyết Áp Nhịp Tim Điện Tử Nhật Bản BP-S01 Đo Tại Nhà Chính Xác Công Nghệ Hiện Đại Màn Hình LCD Rõ Nét Đo Nhịp Tim Hiển Thị Kết Quả Nhanh – Chính Xác - Dễ Sử Dụng Phù Hợp Cho Người Cao Tuổi[NHƯ QUỲNH Store SG],450.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-nhip-tim-dien-tu-nhat-ban-bp-do-tai-nha-chinh-xac-cong-nghe-hien-dai-man-hinh-lcd-ro-net-do-nhip-tim-hien-thi-ket-qua-nhanh-chinh-xac-de-su-dung-phu-hop-cho-nguoi-cao-tuoinhu-quynh-store-sg-i1797405545.html,25,25,50% Off,"171 Đã bán
(72)
Hồ Chí Minh",lazada,health,25,
Gói Băng Phiến ( Long Não )To Gói 6 Viên,30.000 ₫,https://www.lazada.vn/products/goi-bang-phien-long-nao-to-goi-6-vien-i1585952302.html,26,26,,"14 Đã bán
(2)
Hà Nội",lazada,health,26,
Máy đo đường huyết One Touch Ultra Plus Flex Johnson & Johnson,1.299.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-one-touch-ultra-plus-flex-johnson-johnson-i650256383.html,27,27,47% Off,"7 Đã bán
(3)
Hồ Chí Minh",lazada,health,27,
[HCM]Que thử đường huyết Easy Gluco lọ 25 que thử,145.000 ₫,https://www.lazada.vn/products/hcmque-thu-duong-huyet-easy-gluco-lo-25-que-thu-i245719376.html,28,28,,"55 Đã bán
(8)
Hồ Chí Minh",lazada,health,28,
"Máy Đo Huyết Áp Nhịp Tim Điện Tử Arm Style Tự Động Chuẩn Xác 100%- Mua Ngay Máy Đo Huyết Áp Đo Nhịp Tim Chuẩn BYT, Máy Đo Chuẩn Xác Dễ Dùng Cho Người Già. Huyết Áp Cao.",179.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-nhip-tim-dien-tu-arm-style-tu-dong-chuan-xac-100-mua-ngay-may-do-huyet-ap-do-nhip-tim-chuan-byt-may-do-chuan-xac-de-dung-cho-nguoi-gia-huyet-ap-cao-i2630495465.html,29,29,47% Off,Hồ Chí Minh,lazada,health,29,
Que thử Mỡ máu Cholesterol dành cho máy đo FaCare 5 trong 1 FC-M168 - Hộp 10 que,329.000 ₫,https://www.lazada.vn/products/que-thu-mo-mau-cholesterol-danh-cho-may-do-facare-5-trong-1-fc-m168-hop-10-que-i2615998977.html,30,30,,Hồ Chí Minh,lazada,health,30,
Dụng Cụ Đo Huyết Áp Cơ Microlife Ag1-20,283.360 ₫,https://www.lazada.vn/products/dung-cu-do-huyet-ap-co-microlife-ag1-20-i102028531.html,31,31,22% Off,"397 Đã bán
(88)
Hồ Chí Minh",lazada,health,31,
Máy Đo Đường Huyết ACCU-CHEK® Active Dùng Cho Cá Nhân,949.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-accu-chek-active-dung-cho-ca-nhan-i2319192285.html,32,32,22% Off,"33 Đã bán
(13)
Hồ Chí Minh",lazada,health,32,Official
Dung Dịch Rửa Vết Thương Nacurgo,85.000 ₫,https://www.lazada.vn/products/dung-dich-rua-vet-thuong-nacurgo-i1976695012.html,33,33,6% Off,"91 Đã bán
(27)
Hồ Chí Minh",lazada,health,33,
"[CHÍNH HÃNG] Vớ y khoa đùi JOBST Relief-Cơ bản màu da, hở ngón, 20 - 30 mmHg-hỗ trợ suy giãn tĩnh mạch chân (vớ y khoa USA)",945.000 ₫,https://www.lazada.vn/products/chinh-hang-vo-y-khoa-dui-jobst-relief-co-ban-mau-da-ho-ngon-20-30-mmhg-ho-tro-suy-gian-tinh-mach-chan-vo-y-khoa-usa-i1866417132.html,34,34,18% Off,"58 Đã bán
(20)
Hồ Chí Minh",lazada,health,34,
Máy đo đường huyết OGCARE hàng chính hãng,229.600 ₫,https://www.lazada.vn/products/may-do-duong-huyet-ogcare-hang-chinh-hang-i2538755466.html,35,35,18% Off,Hồ Chí Minh,lazada,health,35,
Sinocare Que Thử Đường Huyết Safe AQ Smart Hộp 50 Que Kèm 50 Kim Lấy Máu,153.000 ₫,https://www.lazada.vn/products/sinocare-que-thu-duong-huyet-safe-aq-smart-hop-50-que-kem-50-kim-lay-mau-i1842586673.html,36,36,36% Off,"51 Đã bán
(9)
Hà Nội",lazada,health,36,
Máy đo đường huyết Freestyle Libre Abbott không cần lấy máu hiện đại nhất,999.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-freestyle-libre-abbott-khong-can-lay-mau-hien-dai-nhat-i2419948162.html,37,37,47% Off,Hồ Chí Minh,lazada,health,37,
Máy Đo Huyết Áp Điện Tử Bắp Tay YUWELL YE600B,364.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-dien-tu-bap-tay-yuwell-ye600b-i1664853116.html,38,38,17% Off,"5 Đã bán
Hà Nội",lazada,health,38,
[Date 03/2025] Que thử đường huyết Easy Gluco Auto-Coding (Chính hãng Osang Healthcare - Hàn Quốc),259.000 ₫,https://www.lazada.vn/products/date-032025-que-thu-duong-huyet-easy-gluco-auto-coding-chinh-hang-osang-healthcare-han-quoc-i2020778404.html,39,39,8% Off,"46 Đã bán
(15)
Hồ Chí Minh",lazada,health,39,
"Bao vải, ruột huyết áp, trái bóp kèm van thoát khí Phụ kiện huyết áp cơ",35.000 ₫,https://www.lazada.vn/products/bao-vai-ruot-huyet-ap-trai-bop-kem-van-thoat-khi-phu-kien-huyet-ap-co-i2337428808.html,40,40,,"6 Đã bán
(4)
Hồ Chí Minh",lazada,health,40,
Hộp 100 gói cao dán con cọp 7 chữ Thái Lan (1 gói 4 miếng dán),354.800 ₫,https://www.lazada.vn/products/hop-100-goi-cao-dan-con-cop-7-chu-thai-lan-1-goi-4-mieng-dan-i2378044965.html,1,1,,"108 Đã bán
(34)
Hồ Chí Minh",lazada,health,1,
"Giường ghế bệnh nhân tích hợp, Có bánh xe để di chuyển, dễ dàng gấp thành ghế ngả thành giường - GS03",2.789.000 ₫,https://www.lazada.vn/products/giuong-ghe-benh-nhan-tich-hop-co-banh-xe-de-di-chuyen-de-dang-gap-thanh-ghe-nga-thanh-giuong-gs03-i2305075869.html,2,2,30% Off,Hồ Chí Minh,lazada,health,2,Official
(HoảTốc1h) Máy đo huyết áp Microlife B3 Afib Advance cảnh báo đột quỵ AFIB bắp tay - Công nghệ Thụy Sỹ - BH chính hãng 5 năm,1.528.000 ₫,https://www.lazada.vn/products/hoatoc1h-may-do-huyet-ap-microlife-b3-afib-advance-canh-bao-dot-quy-afib-bap-tay-cong-nghe-thuy-sy-bh-chinh-hang-5-nam-i1471360079.html,3,3,29% Off,"9 Đã bán
(5)
Hồ Chí Minh",lazada,health,3,
Hộp 50 Que Thử Đường Huyết Safe Accu Sinocare + Tặng Kim Chích,135.000 ₫,https://www.lazada.vn/products/hop-50-que-thu-duong-huyet-safe-accu-sinocare-tang-kim-chich-i1628775622.html,4,4,,"199 Đã bán
(49)
Hà Nội",lazada,health,4,
Chính Hãng - 10 Gói (40 Miếng) Cao Dán Con Cọp 7 Chữ Giảm Đau Nhức Hiệu Quả (Hình con hổ ),50.000 ₫,https://www.lazada.vn/products/chinh-hang-10-goi-40-mieng-cao-dan-con-cop-7-chu-giam-dau-nhuc-hieu-qua-hinh-con-ho-i1974813457.html,5,5,17% Off,"472 Đã bán
(107)
Hồ Chí Minh",lazada,health,5,
Máy Đo Huyết Áp OMRON HEM-6232T- Kết Nối Điện Thoại - Công Nghệ IntelliSense,1.800.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-omron-hem-6232t-ket-noi-dien-thoai-cong-nghe-intellisense-i1302942242.html,6,6,16% Off,"422 Đã bán
(119)
Hồ Chí Minh",lazada,health,6,Official
"Hộp 25 hoặc 50 que thử đường huyết On Call Plus, mỗi hộp 2 lọ 25 que thử chính hãng ACON",143.704 ₫,https://www.lazada.vn/products/hop-25-hoac-50-que-thu-duong-huyet-on-call-plus-moi-hop-2-lo-25-que-thu-chinh-hang-acon-i2174464533.html,7,7,4% Off,"782 Đã bán
(182)
Hồ Chí Minh",lazada,health,7,
"Que thử Cholesterol (Mỡ máu) Hộp 10 que cho máy đo đa năng 5IN1 FC-M168, Lotus Medical LA07, que thử mỡ máu",330.000 ₫,https://www.lazada.vn/products/que-thu-cholesterol-mo-mau-hop-10-que-cho-may-do-da-nang-5in1-fc-m168-lotus-medical-la07-que-thu-mo-mau-i1933345587.html,8,8,17% Off,Hà Nội,lazada,health,8,
"[Chính hãng] Túi Chườm Nóng Lạnh MICROLIFE Hỗ Trợ Hạ Sốt, Giảm Đau Bụng Kinh Nguyệt, Sưng Nề Chấn Thương",85.000 ₫,https://www.lazada.vn/products/chinh-hang-tui-chuom-nong-lanh-microlife-ho-tro-ha-sot-giam-dau-bung-kinh-nguyet-sung-ne-chan-thuong-i2568626173.html,9,9,35% Off,"8 Đã bán
(2)
Hồ Chí Minh",lazada,health,9,
Máy Trợ Thính Có Dây Rionet Ha-20dx,1.044.405 ₫,https://www.lazada.vn/products/may-tro-thinh-co-day-rionet-ha-20dx-i101762302.html,10,10,30% Off,Hồ Chí Minh,lazada,health,10,
Máy Đo Đường Huyết Yuwell Accusure 710 [Tặng 10 Que Thử + 10 Kim Lấy Máu],152.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-yuwell-accusure-710-tang-10-que-thu-10-kim-lay-mau-i1681447934.html,11,11,16% Off,"31 Đã bán
(14)
Hà Nội",lazada,health,11,
"Máy đo huyết áp tự động WEB306, máy đo huyết áp cổ tay cảnh báo bất thường, đo chính xác kết quả nhanh, đọc kết quả bằng tiếng việt",699.999 ₫,https://www.lazada.vn/products/may-do-huyet-ap-tu-dong-web306-may-do-huyet-ap-co-tay-canh-bao-bat-thuong-do-chinh-xac-ket-qua-nhanh-doc-ket-qua-bang-tieng-viet-i2439461516.html,12,12,48% Off,"14 Đã bán
(8)
Hải Dương",lazada,health,12,
[CHÍNH HÃNG] Hộp 50 que thử dùng cho máy đường huyết Easy Gluco Hàn Quốc (No code)-Date xa,117.000 ₫,https://www.lazada.vn/products/chinh-hang-hop-50-que-thu-dung-cho-may-duong-huyet-easy-gluco-han-quoc-no-code-date-xa-i2017903892.html,13,13,,Hồ Chí Minh,lazada,health,13,
Hộp 25 Kim Chích Máu ACCU-CHEK® SoftClix Dùng Cho Máy ACCU-CHEK® Active & Instant,75.000 ₫,https://www.lazada.vn/products/hop-25-kim-chich-mau-accu-chek-softclix-dung-cho-may-accu-chek-active-instant-i2320123278.html,14,14,24% Off,"76 Đã bán
(14)
Hồ Chí Minh",lazada,health,14,Official
"Bút Chích Máu Thử Đường Huyết, Giác Hơi - Bút Lấy Máu Đo Tiểu Đường Dùng Cho Các Loại Máy",12.000 ₫,https://www.lazada.vn/products/but-chich-mau-thu-duong-huyet-giac-hoi-but-lay-mau-do-tieu-duong-dung-cho-cac-loai-may-i2389349935.html,15,15,14% Off,"78 Đã bán
(10)
Hà Nội",lazada,health,15,
"(Loại Xịn) Bộ máy đo đường huyết Safe Accu tặng 1 hộp 50 que thử và hộp 50 kim chích máu, Máy đo đường huyết Safe Accu tặng 1 hộp 50 que thử và hộp 50 kim chích máu chất lượng",269.000 ₫,https://www.lazada.vn/products/loai-xin-bo-may-do-duong-huyet-safe-accu-tang-1-hop-50-que-thu-va-hop-50-kim-chich-mau-may-do-duong-huyet-safe-accu-tang-1-hop-50-que-thu-va-hop-50-kim-chich-mau-chat-luong-i1543087538.html,16,16,46% Off,"40 Đã bán
(15)
Hồ Chí Minh",lazada,health,16,
Gel nóng HỒNG LINH CỐT,45.000 ₫,https://www.lazada.vn/products/gel-nong-hong-linh-cot-i1529398422.html,17,17,,"11 Đã bán
(1)
Hà Nội",lazada,health,17,
"Máy đo huyết áp bắp tay MICROLIFE A2 Classic dễ sữ dụng, đơn giản, nhỏ gọn - MEDICAL",736.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-bap-tay-microlife-a2-classic-de-su-dung-don-gian-nho-gon-medical-i1669595515.html,18,18,10% Off,"86 Đã bán
(22)
Hồ Chí Minh",lazada,health,18,Official
Que Thử Đường Huyết Clever Check ( 25 que),120.800 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-clever-check-25-que-i2646946380.html,19,19,,Hồ Chí Minh,lazada,health,19,
Máy đo huyết áp bắp tay LEANO chính hãng,280.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-bap-tay-leano-chinh-hang-i2626159201.html,20,20,,"15 Đã bán
(10)
Hà Nội",lazada,health,20,
Que thử Glucose (50 que) -Que thử đường huyết Benecheck Plus,380.000 ₫,https://www.lazada.vn/products/que-thu-glucose-50-que-que-thu-duong-huyet-benecheck-plus-i2197590666.html,21,21,,"20 Đã bán
(9)
Hồ Chí Minh",lazada,health,21,
Máy đo đường huyết OneTouch Select Plus Simple (đơn vị mg/dl),619.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-onetouch-select-plus-simple-don-vi-mgdl-i2006939267.html,22,22,47% Off,"10 Đã bán
(4)
Hồ Chí Minh",lazada,health,22,
"Ghế tiêm truyền dịch GS06, hỗ trợ bệnh nhân có thể ngồi và nằm thoải mái",2.969.000 ₫,https://www.lazada.vn/products/ghe-tiem-truyen-dich-gs06-ho-tro-benh-nhan-co-the-ngoi-va-nam-thoai-mai-i2305388896.html,23,23,20% Off,Hồ Chí Minh,lazada,health,23,Official
Lọ 25 Que Thử Đường Huyết Sinocare Safe Accu,99.000 ₫,https://www.lazada.vn/products/lo-25-que-thu-duong-huyet-sinocare-safe-accu-i2236842742.html,24,24,6% Off,"11 Đã bán
(3)
Hồ Chí Minh",lazada,health,24,Official
"Hộp gòn đúc inox, hộp lưu mẫu các size",33.250 ₫,https://www.lazada.vn/products/hop-gon-duc-inox-hop-luu-mau-cac-size-i1235134085.html,25,25,34% Off,"92 Đã bán
(15)
Hồ Chí Minh",lazada,health,25,
Máy đo huyết áp tiêu chuẩn Châu Âu ARM STYLE - CHI,205.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-tieu-chuan-chau-au-arm-style-chi-i2650774661.html,26,26,49% Off,Hòa Bình,lazada,health,26,
Máy Đo Huyết Áp Yuwell YE660D,699.000 ₫,https://www.lazada.vn/products/may-do-huyet-ap-yuwell-ye660d-i2563090163.html,27,27,47% Off,Hồ Chí Minh,lazada,health,27,
Que thử đường huyết Microlife DiaRite BGM TEST (50 que),161.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-microlife-diarite-bgm-test-50-que-i845750958.html,28,28,47% Off,"132 Đã bán
(29)
Hồ Chí Minh",lazada,health,28,
Que thử đường huyết Medismart Sapphire 50,326.890 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-medismart-sapphire-50-i2538724098.html,29,29,3% Off,"(2)
Hồ Chí Minh",lazada,health,29,
[HCM]Que thử đường huyết Premier,240.000 ₫,https://www.lazada.vn/products/hcmque-thu-duong-huyet-premier-i631200010.html,30,30,,"12 Đã bán
Hồ Chí Minh",lazada,health,30,
"(HCM)[ Túi 20 miếng] Giảm đau nhanh vai gáy, đau cột sống, đau thần kinh toạ,giảm đau bụng kinh Miếng Dán Ngải Cứu Cao Cấp",32.000 ₫,https://www.lazada.vn/products/hcm-tui-20-mieng-giam-dau-nhanh-vai-gay-dau-cot-song-dau-than-kinh-toagiam-dau-bung-kinh-mieng-dan-ngai-cuu-cao-cap-i2159733886.html,31,31,,"1.5K Đã bán
(247)
Hà Nội",lazada,health,31,
Đai lưng hỗ trợ điều 1TRỊ cột sống lưng cao cấp Osaka Nhật Bản,260.084 ₫,https://www.lazada.vn/products/dai-lung-ho-tro-dieu-1tri-cot-song-lung-cao-cap-osaka-nhat-ban-i102028802.html,32,32,30% Off,"1.3K Đã bán
(284)
Hồ Chí Minh",lazada,health,32,
"Hộp 50 que thử đường huyết Sinocare Safe Accu, hạn sử dụng 2 năm, tặng 50 kim lấy máu",180.000 ₫,https://www.lazada.vn/products/hop-50-que-thu-duong-huyet-sinocare-safe-accu-han-su-dung-2-nam-tang-50-kim-lay-mau-i2365897630.html,33,33,28% Off,"130 Đã bán
(36)
Hà Nội",lazada,health,33,
[HCM][Tặng kèm que thử và kim] Máy đo đường huyết accu-chek Omron On Call Plus Máy đo ( thử ) tiểu đường tại nhà tốt và dễ dùng - Máy đo đường huyết nào tốt - Máy đo đường huyết Safe Accu Sinocare dùng que thử tự động,360.000 ₫,https://www.lazada.vn/products/hcmtang-kem-que-thu-va-kim-may-do-duong-huyet-accu-chek-omron-on-call-plus-may-do-thu-tieu-duong-tai-nha-tot-va-de-dung-may-do-duong-huyet-nao-tot-may-do-duong-huyet-safe-accu-sinocare-dung-que-thu-tu-dong-i2519684441.html,34,34,50% Off,"92 Đã bán
(11)
Hồ Chí Minh",lazada,health,34,
"Giường Kéo Giãn Cột Sống Lưng, Cổ, Toàn Thân Tại Nhà",2.050.000 ₫,https://www.lazada.vn/products/giuong-keo-gian-cot-song-lung-co-toan-than-tai-nha-i615722782.html,35,35,18% Off,"51 Đã bán
(10)
Hà Nội",lazada,health,35,
"Hộp 30 que thử đường huyết tiểu đường Nhật Bản Terumo Medisafe Fit, niêm phong riêng từng que ÀN TOÀN-TIỆN DỤNG",230.000 ₫,https://www.lazada.vn/products/hop-30-que-thu-duong-huyet-tieu-duong-nhat-ban-terumo-medisafe-fit-niem-phong-rieng-tung-que-an-toan-tien-dung-i2475160092.html,36,36,2% Off,"10 Đã bán
(2)
Hồ Chí Minh",lazada,health,36,
Que thử đường huyết Bayer Contour Next,449.460 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-bayer-contour-next-i2538779361.html,37,37,1% Off,Hồ Chí Minh,lazada,health,37,
[FREESHIP🎁]Máy nghe tim thai Thai nhi Tim Monitor Trang chủ Thai nhi Tim Monitor với hình LCD cho phụ nữ mang thai COS,209.524 ₫,https://www.lazada.vn/products/freeshipmay-nghe-tim-thai-thai-nhi-tim-monitor-trang-chu-thai-nhi-tim-monitor-voi-hinh-lcd-cho-phu-nu-mang-thai-cos-i2520605239.html,38,38,47% Off,"14 Đã bán
(4)
Hồ Chí Minh",lazada,health,38,
Đo Huyết Áp Aique BP-S09 Chính Hãng - Máy Đo Huyết Áp Điện Tử Nhật Bản - Chíp Thế Hệ Mới Đo Nhịp Tim Chuẩn BYT Màn Hình Lcd Hiển Thị Chính Xác Đo Cực Nhanh.,280.000 ₫,https://www.lazada.vn/products/do-huyet-ap-aique-bp-chinh-hang-may-do-huyet-ap-dien-tu-nhat-ban-chip-the-he-moi-do-nhip-tim-chuan-byt-man-hinh-lcd-hien-thi-chinh-xac-do-cuc-nhanh-i2434364395.html,39,39,50% Off,"43 Đã bán
(34)
Hồ Chí Minh",lazada,health,39,Official
Bao vải huyết áp dùng cho máy đo huyết áp cơ,31.000 ₫,https://www.lazada.vn/products/bao-vai-huyet-ap-dung-cho-may-do-huyet-ap-co-i1348327259.html,40,40,21% Off,"13 Đã bán
(3)
Hồ Chí Minh",lazada,health,40,
"Dầu Nóng TRƯỜNG SƠN Chống Cảm, Ho, Sổ Mũi, Đau Mỏi, Chóng Mặt 10ml",17.000 ₫,https://www.lazada.vn/products/dau-nong-truong-son-chong-cam-ho-so-mui-dau-moi-chong-mat-10ml-i2606586204.html,1,1,,"27 Đã bán
(4)
Hồ Chí Minh",lazada,health,1,
TRỢ PHÍ SHIP- Bộ máy đo đường huyết liên tục không chích máu FreeStyle Libre- gồm đầu đọc cầm tay và cảm biến đo (1 reader+ 1 sensor),3.400.000 ₫,https://www.lazada.vn/products/tro-phi-ship-bo-may-do-duong-huyet-lien-tuc-khong-chich-mau-freestyle-libre-gom-dau-doc-cam-tay-va-cam-bien-do-1-reader-1-sensor-i1989473522.html,2,2,,"15 Đã bán
(4)
Hồ Chí Minh",lazada,health,2,
"(1 cái) Nẹp bóng chày, nẹp cố định ngón tay 3 chấu, 4 chấu",23.000 ₫,https://www.lazada.vn/products/1-cai-nep-bong-chay-nep-co-dinh-ngon-tay-3-chau-4-chau-i2042694001.html,3,3,,"7 Đã bán
Hồ Chí Minh",lazada,health,3,
[NEW 2023] Máy Đo Huyết Áp Cổ Tay Omron - HEM-6181-Máy Đo Huyết Áp Nhịp Tim Điện Tử Arm Style Plus-Chính Hãng 100% Bán Máy Đo Huyết Áp Nhật Bản - Nhập Khẩu Từ Omron Máy Đo Huyết Áp Cổ Tay Thông Minh-bảo hành 12th,250.000 ₫,https://www.lazada.vn/products/new-2023-may-do-huyet-ap-co-tay-omron-hem-6181-may-do-huyet-ap-nhip-tim-dien-tu-arm-style-plus-chinh-hang-100-ban-may-do-huyet-ap-nhat-ban-nhap-khau-tu-omron-may-do-huyet-ap-co-tay-thong-minh-bao-hanh-12th-i2231833696.html,4,4,,Hồ Chí Minh,lazada,health,4,
Máy Đo Đường Huyết SINOCARE Safe AQ Smart Kèm 50 Que Thử Và 50 Kim Chích Máu - Hàng Chính Hãng,224.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-sinocare-safe-aq-smart-kem-50-que-thu-va-50-kim-chich-mau-hang-chinh-hang-i1843038260.html,5,5,36% Off,"10 Đã bán
(5)
Hà Nội",lazada,health,5,
"[CÓ QUÀ TẶNG] Bó gối hở, 4 nẹp 75575-DAY-4ST Actimove Knee Support",650.000 ₫,https://www.lazada.vn/products/co-qua-tang-bo-goi-ho-4-nep-75575-day-4st-actimove-knee-support-i1665874368.html,6,6,13% Off,"35 Đã bán
(10)
Hồ Chí Minh",lazada,health,6,
Máy Theo Dõi Đường Máu Liên Tục DEXCOM G7,9.200.000 ₫,https://www.lazada.vn/products/may-theo-doi-duong-mau-lien-tuc-dexcom-g7-i2253372582.html,7,7,,Hồ Chí Minh,lazada,health,7,
"[Chưa Có Que Thử] Máy Đo Đường Huyết ACCU-CHEK® Guide Màn Hình LCD Rộng, Có Trợ Sáng Tại Cổng Đo",1.410.000 ₫,https://www.lazada.vn/products/chua-co-que-thu-may-do-duong-huyet-accu-chek-guide-man-hinh-lcd-rong-co-tro-sang-tai-cong-do-i2319996668.html,8,8,25% Off,"23 Đã bán
(4)
Hồ Chí Minh",lazada,health,8,Official
"Que thử mỡ máu CHOLESTEROL, TRILYCERIDS và đường huyết dùng cho máy MultiCare In",249.000 ₫,https://www.lazada.vn/products/que-thu-mo-mau-cholesterol-trilycerids-va-duong-huyet-dung-cho-may-multicare-in-i1413591208.html,9,9,29% Off,"150 Đã bán
(16)
Hồ Chí Minh",lazada,health,9,
Máy đo đường huyết Accu-Chek® Instant chính xác vượt trội & dễ dàng sử dụng quatangme.com.vn,565.000 ₫,https://www.lazada.vn/products/may-do-duong-huyet-accu-chek-instant-chinh-xac-vuot-troi-de-dang-su-dung-quatangmecomvn-i819804020.html,10,10,47% Off,"26 Đã bán
(1)
Hồ Chí Minh",lazada,health,10,
Giường kéo giãn cột sống lưng cổ thoát vị thoái hóa toàn thân,2.149.000 ₫,https://www.lazada.vn/products/giuong-keo-gian-cot-song-lung-co-thoat-vi-thoai-hoa-toan-than-i250735403.html,11,11,,"10 Đã bán
(2)
Hà Nội",lazada,health,11,
"[CHÍNH HÃNG] Máy Đo Đường Huyết 3 Trong 1 Benecheck Plus - Máy Đo Đường Huyết, Mỡ Máu, Axit Uric Trong Máu",320.000 ₫,https://www.lazada.vn/products/chinh-hang-may-do-duong-huyet-3-trong-1-benecheck-plus-may-do-duong-huyet-mo-mau-axit-uric-trong-mau-i2018797323.html,12,12,,"167 Đã bán
(45)
Hồ Chí Minh",lazada,health,12,
Que thử đường huyết Acon On-Call Plus hàng công ty chính hãng dạng tép rời,135.000 ₫,https://www.lazada.vn/products/que-thu-duong-huyet-acon-on-call-plus-hang-cong-ty-chinh-hang-dang-tep-roi-i2538750547.html,13,13,2% Off,"13 Đã bán
(4)
Hồ Chí Minh",lazada,health,13,
